hostname,pci_bus_id,timestamp,power_watts
dgxanode02, 00000000:07:00.0,2026-02-08 15:55:00,242.50353448275865
dgxanode02, 00000000:07:00.0,2026-02-08 16:00:00,236.25215517241375
dgxanode02, 00000000:07:00.0,2026-02-08 16:05:00,240.43313559322036
dgxanode02, 00000000:07:00.0,2026-02-08 16:10:00,239.4171551724138
dgxanode02, 00000000:07:00.0,2026-02-08 16:15:00,236.8851724137931
dgxanode02, 00000000:07:00.0,2026-02-08 16:20:00,219.69161016949153
dgxanode02, 00000000:07:00.0,2026-02-08 16:25:00,239.27948275862067
dgxanode02, 00000000:07:00.0,2026-02-08 16:30:00,229.61017094017097
dgxanode02, 00000000:07:00.0,2026-02-08 16:35:00,247.36871794871792
dgxanode02, 00000000:07:00.0,2026-02-08 16:40:00,233.37127118644068
dgxanode02, 00000000:07:00.0,2026-02-08 16:45:00,258.1849152542373
dgxanode02, 00000000:07:00.0,2026-02-08 16:50:00,227.2035344827586
dgxanode02, 00000000:07:00.0,2026-02-08 16:55:00,221.6011016949153
dgxanode02, 00000000:07:00.0,2026-02-08 17:00:00,231.4930508474576
dgxanode02, 00000000:07:00.0,2026-02-08 17:05:00,235.0408474576271
dgxanode02, 00000000:07:00.0,2026-02-08 17:10:00,248.58677966101692
dgxanode02, 00000000:07:00.0,2026-02-08 17:15:00,229.2942372881356
dgxanode02, 00000000:07:00.0,2026-02-08 17:20:00,228.38177966101696
dgxanode02, 00000000:07:00.0,2026-02-08 17:25:00,228.60264957264957
dgxanode02, 00000000:07:00.0,2026-02-08 17:30:00,237.41677966101696
dgxanode02, 00000000:07:00.0,2026-02-08 17:35:00,244.1118644067797
dgxanode02, 00000000:07:00.0,2026-02-08 17:40:00,228.97689655172417
dgxanode02, 00000000:07:00.0,2026-02-08 17:45:00,243.3427966101695
dgxanode02, 00000000:07:00.0,2026-02-08 17:50:00,231.75
dgxanode02, 00000000:07:00.0,2026-02-08 17:55:00,236.87093220338983
dgxanode02, 00000000:07:00.0,2026-02-08 18:00:00,234.56754237288135
dgxanode02, 00000000:07:00.0,2026-02-08 18:05:00,218.50405172413795
dgxanode02, 00000000:07:00.0,2026-02-08 18:10:00,247.9758474576271
dgxanode02, 00000000:07:00.0,2026-02-08 18:15:00,233.27703389830504
dgxanode02, 00000000:07:00.0,2026-02-08 18:20:00,234.3278448275862
dgxanode02, 00000000:07:00.0,2026-02-08 18:25:00,242.76906779661016
dgxanode02, 00000000:07:00.0,2026-02-08 18:30:00,233.53601694915255
dgxanode02, 00000000:07:00.0,2026-02-08 18:35:00,240.60299145299143
dgxanode02, 00000000:07:00.0,2026-02-08 18:40:00,236.8615384615385
dgxanode02, 00000000:07:00.0,2026-02-08 18:45:00,238.5588983050847
dgxanode02, 00000000:07:00.0,2026-02-08 18:50:00,243.63805084745763
